Address,City-State-Zip,Neighborhood,Bed-bath,Offer-price,Co-owners,Monthly-cost,Tax-savings,Down-payment,Description,Agent,Gallery-url,Success,source_url,source_Address,source_City-State-Zip,source_Neighborhood,source_Bed-bath,source_Offer-price,source_Co-owners,source_Monthly-cost,source_Tax-savings,source_Down-payment,source_Description,source_Agent,source_Gallery-url,,lat,lng
144 Putnam St,"San Francisco, CA, 94110",Neighborhood: Bernal Heights,"3 bd, 1 ba","$1,045,000 ",3,"$1,307 ","$7,559 ","$34,833 ","This lovely Bernal home has it all: lush gardens front and back, a spacious floor plan, a walk out deck with views of the southern hills, and an easy stroll to all the shops, restaurants and fun that Cortland has to offer! Numerous large windows and a skylight channel sunshine to gleaming hardwood floors and a darling tiled bathroom. A bright, renovated eat-in kitchen with quartz counters, a custom backsplash, and herringbone porcelain tile flooring lead to a sunny deck, patio, and a magnificent garden with a custom chicken coop built from reclaimed wood. Enjoy the delightful living room, and three sizable bedrooms, a most useful laundry room, ample storage, and one car parking. Life is grand at 144 Putnam in Bernal Heights!","Listing provided by Rob J Costabile, Keller Williams San Francisco",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324323,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/144-Putnam-St-94110/c294c89e1f493d135841,,,,,,,,,,,,,,37.737609,-122.411119
849 44th Ave,"San Francisco, CA, 94121",Neighborhood: Outer Richmond,"3 bd, 1 ba","$1,049,000 ",3,"$1,312 ","$7,588 ","$34,967 ","Pride of ownership - Beautifully maintained, recently remodeled Outer Richmond single family residence in the same family for almost 60 years. Featuring wonderfully preserved original wood floors, wood burning fireplace, open living/dining area, and an incredibly large and well-maintained yard (with deck off the main living area), this 3 bed, 1 bath home is ideal for those seeking a wonderful property in one of San Francisco's hottest neighborhoods.   Kitchen and bath remodeled in 2017 adding new cabinets, marble countertops, tile & wood flooring, new appliances, new tub, toilet, vanity, and updated electrical. Situated on a 3,598 square foot lot with a 30 foot frontage. Large garage with expansion potential.  Close to public transport.","Listing provided by Alexander T Clark, Keller Williams San Francisco",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324328,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/849-44th-Ave-94121/a7f6b763a5fcf9646863,,,,,,,,,,,,,,37.772563,-122.504944
476 Joost Ave,"San Francisco, CA, 94127",Neighborhood: Sunnyside,"3 bd, 2 ba","$1,075,000 ",3,"$1,344 ","$7,776 ","$35,833 ","Excellent Sunnyside Location. Kitchen remodeled with granite and stainless steel appliances. Other features include; Hardwood and tile flooring, fireplace and a two car garage. Great opportunity to add your touches to make this home shine!","Listing provided by Suzanne E Rocha, Realty World Cal Home",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324179,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/476-Joost-Ave-94127/228e503e598999b54d27,,,,,,,,,,,,,,37.732572,-122.446099
1951 9th Ave,"San Francisco, CA, 94116",Neighborhood: Golden Gate Heights,"3 bd, 2 ba","$1,089,000 ",3,"$1,362 ","$7,878 ","$36,300 ","Garden Lover's Oasis! 2BR home w/luxurious, spacious guest quarters down w/separate entrance (3rd bedroom & 2nd bath down). Gumwood, Moorish arches, moldings, views from living room, hardwood floors. Downstairs: stained concrete floors w/radiant heat, chef's kitchen, southwestern motif / clay plaster walls, stone tile. Rooms down are perfect for visitors / extended family / office. Amazing garden with meyer lemon tree, roses & dozens of lush plants, flagstone pathways, hot tub, outdoor hot-and-cold shower & multiple seating areas ws to the Bay. Perfect for alfresco dining/entertaining/peaceful respite from the city. Across from JP Murphy Playground & half block to gates of Forest Hill. A short walk to 9th-and-Irving retail district.","Listing provided by Hugh D Groocock, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324239,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1951-9th-Ave-94116/d9696bde0d58d304c6fe,,,,,,,,,,,,,,37.7518843,-122.4657047
490 Joost Ave,"San Francisco, CA, 94127",Neighborhood: Sunnyside,"3 bd, 1 ba","$1,195,000 ",3,"$1,494 ","$8,644 ","$39,833 ","Situated on a quaint tree-lined street in Sunnyside, 490 Joost Ave is a tastefully remodeled 3BD/1BA mid-century gem with sparkling city views! Originally built in 1958, this light-filled home offers 3BDs on one level, completely remodeled gourmet kitchen with gas stove and cork flooring, remodeled bath with skylight, 8-foot ceilings, and hardwood floors. Ample closet and storage space throughout. The beautifully landscaped front yard gives this home wonderful street presence. The backyard area, accessed from the garage level, is very private, and perfect for BBQs & entertaining. The garage accommodates 2 cars plus plenty of storage. Expansion potential! Located near Glen Park BART, tech shuttles, Ocean/Monterey Blvd, Safeway & Whole Foods!","Listing provided by Christiane Gigas, Alain Pinel, REALTORSŒ¬",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324285,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/490-Joost-Ave-94127/4a4dd8af1d20371a5532,,,,,,,,,,,,,,37.732571,-122.446444
29 Levant,"San Francisco, CA, 94114",Neighborhood: Corona Heights,"3 bd, 2 ba","$1,195,000 ",3,"$1,494 + $64 (HOA)","$8,644 ","$39,833 ","Delightful and rarely available condominium in a detached, 2-unit building in beautiful Corona Heights. This home has 3 bedrooms, 2 bathrooms, in-unit washer/dryer, garage parking, a driveway for extra parking and a landscaped yard.  The home's many windows allow for much natural light, and views of Bernal Heights and the Bay.  French doors lead from the kitchen and one of the bedrooms to the spacious, sunny deck. The location is serene, with access to tennis courts and dog-friendly parks, and yet is still close to the bars, restaurants and shopping in Eureka Valley, Cole Valley and Haight Ashbury.","Listing provided by Shawn M Case, Core7 Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324245,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/29-Levant-94114/4c4c80b3bdb963eec496,,,,,,,,,,,,,,37.7645806,-122.4421962
4045 Ocean Ave,"San Francisco, CA, 94132",Neighborhood: Lake Shore,"3 bd, 2 ba","$1,195,000 ",3,"$1,494 ","$8,644 ","$39,833 ","This well-maintained, detached corner home offers three bedrooms and two baths. From the foyer, you enter the bright living room with the same hardwood floors found throughout, a working fireplace is the focal point of the room. The adjacent dining room is ideal for family dinners or holiday gatherings. The remodeled kitchen offers ample cabinetry and counter space. An updated full bath is conveniently located on this level. The upper floor includes three bedrooms and a full, renovated bath. The two car garage offers side-by-side parking and plenty of additional storage. With an ideal layout in a great location and flat yard, this lovely home offers easy access to Stern Grove, Lakeside village, neighborhood schools and so many amenities.","Listing provided by Lee Ann Monfredini, Compass",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324354,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/4045-Ocean-Ave-94132/98344b4eecee871c9941,,,,,,,,,,,,,,37.7320204,-122.4877642
28 Winfield St,"San Francisco, CA, 94110",Neighborhood: Bernal Heights,"3 bd, 1 ba","$1,295,000 ",3,"$1,619 ","$9,368 ","$43,167 ","Situated on one of Bernal's prime blocks with amazing downtown views, this 3 bedroom/1 bath single family home brims with light and potential.Beside the front door is an outdoor space with a steel frame living wall filled with succulents & ferns.The main level features 3 bedrooms, a remodeled bath, and an updated kitchen and dining area with gorgeous views spanning the tips of the Golden Gate Bridge, downtown, and the East Bay hills.Enjoy a glass of wine as you watch the sun set in the evening on the deck off the dining room.  On the garage level is an unwarranted two-level in-law unit with views from both levels. This unit provides options as a guest unit or an opportunity to expand the home and incorporate the space into the main floor.","Listing provided by Suhl Chin, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324240,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/28-Winfield-St-94110/5cc6ae995c0d5b0e9289,,,,,,,,,,,,,,37.7449017,-122.4172875
396 Guerrero St,"San Francisco, CA, 94103",Neighborhood: Mission Dolores,"3 bd, 2 ba","$1,295,000 ",3,"$1,619 + $131 (HOA)","$9,368 ","$43,167 ","396 Guerrero is a &#8776;1600 sqft, top-floor, elegant + spacious, light-filled condominium with 3 bedrooms + 1.5 baths that's historic + modern. 396's refined style marries its 9.5-ft ceilings, 1907 architectural heritage wood floors, glass transoms + millwork with modern conveniences like in-unit laundry, a high-end gas kitchen with stainless steel appliances, a new large full bath with dual-vanity sinks, rain showerhead over an extra-long tub and a smart 1/2 bath that's stylish + efficient. 396 has updated lighting, high-end finishes + plenty of storage. Among more, there's a pantry, skylights, wood wall feature, marble countertops + custom new-curved glass windows. Central + vibrant location with near-perfect Walk, Transit + Bike Scores","Listing provided by Kevin K Ho, Vanguard Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324343,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/396-Guerrero-St-94103/2ef97942c84d39dde520,,,,,,,,,,,,,,37.7649803,-122.4243613
650 Chestnut St #405,"San Francisco, CA, 94133",Neighborhood: North Beach,"3 bd, 2 ba","$1,449,000 ",3,"$1,812 + $239 (HOA)","$10,482 ","$48,300 ","Built in 1995, this light-filled top-floor condo with Alcatraz views is right in the heart of historic North Beach. This turn-key home has everything even the most discriminating buyer would desire: walkability, a luxurious open kitchen with upgraded finishes and plenty of space for entertaining. Sleek custom built-ins provide discreet yet ample storage throughout, rarely seen in San Francisco. In North Beach, where parking can be tricky, this unit has two deeded spots for cars with direct access to the elevator. Only steps from fantastic shops, restaurants, and charming cafes, Villa North Beach also comes with plenty of amenities, including a roof-deck with 360 degree views from Downtown to the Bay.","Listing provided by Ruth Krishnan, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324249,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/650-Chestnut-St-405-94133/7ddfa1b7f552a7647a79,,,,,,,,,,,,,,37.803934,-122.414117
2172 Fell St,"San Francisco, CA, 94117",Neighborhood: North Panhandle,"3 bd, 2 ba","$1,589,000 ",3,"$1,987 + $100 (HOA)","$11,495 ","$52,967 ","This 3 bed / 2 bath airy, light-filled, full-floor Penthouse condo is located on the quiet, one-way block of Fell St.  Spacious open plan living and dining spaces boast dark wood floors with radiant heating, high ceilings, tall windows, and leafy views. The fireplace makes for cozy gatherings and a private view roof deck allows for great entertaining. Eat-in kitchen features stainless steel appliances and breakfast bar. The master suite enjoys custom closets, dual vanities, and jetted spa tub with separate stall shower. Just steps to GG Park, Cole Valley's local eateries, and the NOPA Divisadero corridor. Close to MUNI & tech buses. Skylights throughout, 2 car parking, low HOAs, and additional storage make this the perfect home. Don't miss!","Listing provided by Ron Abta, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324256,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2172-Fell-St-94117/e982b48a9bab4e90af30,,,,,,,,,,,,,,37.772267,-122.453582
2125 Bryant St #308,"San Francisco, CA, 94110",Neighborhood: Inner Mission,"3 bd, 2.5 ba","$1,695,000 ",3,"$2,120 + $155 (HOA)","$12,261 ","$56,500 ","Contemporary design, beautiful light, and modern finishes make for the ultimate San Francisco home. This sophisticated and smart penthouse at Union SF offers 3 bedrooms, 2.5 bathrooms, 2 terraces, and two-car parking. The main level of the home is excellent for entertaining. The open concept offers a seamless blend for transitional living. A spacious living room and dining room are flooded with natural light and views of Twin Peaks. The chef's kitchen offers Viking appliances, Carrara marble, and a moveable kitchen island. Off the kitchen is a terrace perfect for enjoying your morning coffee or watching urban life pass on by. Air conditioning, in-unit laundry, additional storage, and 2-car parking complete this one-of-a-kind home.","Listing provided by Matthew J Woebcke, Climb Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324292,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2125-Bryant-St-308-94110/9825fa56c018d4743e2c,,,,,,,,,,,,,,37.7596546,-122.4095583
110 Montcalm St,"San Francisco, CA, 94110",Neighborhood: Bernal Heights,"3 bd, 2 ba","$1,790,000 ",3,"$2,239 ","$12,949 ","$59,667 ","Coveted North Slope Bernal Heights expanded/updated cottage, 1,700 Sq.Ft, built c.1900.  3BR, 2 full BA on 2 floors, Spectacular City views, BBQ/cocktail deck, and 2 additional decks nicely designed to bring the outdoors into the natural flow of this resort-like home. Versatile open floor plan on main floor boasting Den with Bathroom, galley-style Kitchen, Dining area, and Family Room with wall to wall City view windows. 3BR and one full BA on lower level. Terraced garden a botanist's delight. An Island of serenity behind a craftsman privacy fence along the entire width of the extra wide double lot. Wonderful quiet corner of peaceful Bernal Heights neighborhood","Listing provided by Dennis P Ruel, Coldwell Banker Res. R.E. Svcs",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324406,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/110-Montcalm-St-94110/597c164df8118377258f,,,,,,,,,,,,,,37.7465396,-122.4070828
3583 Sacramento St,"San Francisco, CA, 94118",Neighborhood: Presidio Heights,"3 bd, 2 ba","$1,799,000 ",3,"$2,250 + $89 (HOA)","$13,014 ","$59,967 ","This gorgeous, remodeled Presidio Heights condo has it all: stellar location, charm, great light, low HOA, outdoor space and parking! The open living room, dining area and kitchen comprise one great room that is perfect for entertaining. Two large windows flood the space with natural light. The remodeled kitchen has plentiful cabinet space and a great breakfast bar. Down the hall, the airy master bedroom has French doors that lead out to a sunny private deck. There's an en suite master bathroom with dual vanity sinks. The home offers two additional bedrooms with great closets and another modern, bright bathroom. Deeded parking, an in-unit washer and dryer and a newly turfed shared backyard complete the property.","Listing provided by Tyler Stewart, Compass",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324319,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/3583-Sacramento-St-94118/14aa56f3e1ca728a79f5,,,,,,,,,,,,,,37.7874639,-122.451542
