Address,City_State-Zip ,Neighborhood,Property-type,Bed-bath,Offer-price,Co-owners,Monthly-cost,Tax-savings,Down-payment,Description,Agent,Gallery-url,Success,source_urls,source_Address,source_City-State-Zip,source_Neighborhood,source_Property-type,source_Bed-bath,source_Offer-price,source_Co-owners,source_Monthly-cost,source_Tax-savings,source_Down-payment,source_Description,source_Agent,source_Gallery-url,,lat,lng,image
539 Los Palmos Dr,"San Francisco, CA, 94127",Neighborhood: Westwood Highlands,House,"2 bd, 1 ba","$879,000 ",2,"$1,649 ","$9,538 ","$43,950 ","Classic full five DETACHED fixer upper featuring 2BDS/1BA, bright living room with fireplace, formal dining area, adjacent breakfast room.  High-ceiling bonus room w/ bathroom in lower level (unknown legality of both). Spacious yard, 7,235 sq ft lot. CAUTION: Backstairs and deck are unstable, DO NOT USE!!! Access the backyard through side yard only!!!","Listing provided by Connie Nishkawa, Century 21 Alliance Fine Homes and Estates",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=319093,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/539-Los-Palmos-Dr-94127/5fee1b01a944340d0bd0,,,,,,,,,,,,,,,37.733839,-122.4537745,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/024/450524.jpg?tsp=20160917213601
112 Russ St,"San Francisco, CA, 94103",Neighborhood: South of Market,Condo,"2 bd, 2 ba","$885,000 ",2,"$1,660 + HOA","$9,603 ","$44,250 ","Fully re-modeled, 2 bed/2 bath SOMA condo. Total renovation of a 1920's classic style 4-unit building, maintaining the exterior charm and providing all amenities for modern day living. Quartz kitchen counter tops with bar top for casual dining, plus top quality stainless steel appliances. Open living-dining area with nice light through patio doors. Master bedroom is at the rear of the home with an en-suite bathroom. 2nd bedroom is separated, at front of home and the 2nd full bathroom includes shower over deep tub. New maple hardwood flooring over radiant heat. LED lighting. Private laundry room and one car independent parking in the garage. The large shared roof deck has amazing panoramic views and highlights this great SOMA location.","Listing provided by Tim A Brown, Brown & Co. Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321899,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/112-Russ-St-94103/fd4c02c51cce389cc48a,,,,,,,,,,,,,,,37.778444,-122.408114,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/066/453466.jpg?tsp=20170309184456
236 Shipley St #304,"San Francisco, CA, 94107",Neighborhood: South of Market,Condo,"2 bd, 2 ba","$885,000 ",2,"$1,660 + $280 (HOA)","$9,603 ","$44,250 ","A new level of modern luxury, SHIPLEY HOUSE sets the precedent for luxurious living in San Francisco. Comprised of stunning one- and two-bedroom floor plans, these 15 homes are thoughtfully designed by Chris Miniello of Birch and Tailor. Interiors reveal sophisticated kitchens, wide-plank hardwood flooring and carefully curated finishes. Sleek contemporary interiors with designer kitchens and baths, soaring high ceilings, wide plank hardwood flooring and expansive European Trespa panels and custom window systems highlight these amazing new homes.","Listing provided by Colleen M Cotter, Vanguard Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318598,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/236-Shipley-St-304-94107/31f80722c9655d6dbbe9,,,,,,,,,,,,,,,37.7791035,-122.4038053,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/027/450027.jpg?tsp=20161101110147
70 Tingley St,"San Francisco, CA, 94112",Neighborhood: Mission Terrace,House,"2 bd, 1 ba","$888,000 ",2,"$1,666 ","$9,635 ","$44,400 ","Location, Location, Location.","Listing provided by Bailey C Cheung, Century 21 Realty Alliance Fine Homes and Estates",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=322353,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/70-Tingley-St-94112/a5aa1ddb485a4a37c3c8,,,,,,,,,,,,,,,37.729133,-122.433171,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/088/454088.jpg?tsp=20170303131451
616 20th St #510,"San Francisco, CA, 94107",Neighborhood: Central Waterfront/Dogpatch,Condo,"2 bd, 1 ba","$888,000 ",2,"$1,666 + $237 (HOA)","$9,635 ","$44,400 ","Designed by award winning architect Stanley Saitowitz in the trendy Dogpatch district. This penthouse urban flat consists of 2 beds, 1 bath & 1 car parking in garage. The carefully designed kitchen boasts modern appliances and a retractable slim range hood. Solid sliding etched-glass pocket doors divide the bedrooms from the living and dining to maximize space and create open, flexible living areas. A corridor separates a closet and washer/dryer from the bathroom and internally connects one bedroom to the other. The floor-to-ceiling windows allow for an abundance of natural light. Rooftop terrace, elevator, Webpass, bike racks in the garage.  Near Muni T- 3rd St. line, Caltrains, 280, restaurants, shops, bars. Must See!","Listing provided by Jeannie Gant, Dot Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=322472,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/616-20th-St-510-94107/6b6db3e5f5a69fda6914,,,,,,,,,,,,,,,37.760768,-122.387975,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/036/454236.jpg?tsp=20170202130613
946 Stockton St #6B,"San Francisco, CA, 94108",Neighborhood: Financial District/Barbary Coast,Condo,"2 bd, 1.5 ba","$888,000 ",2,"$1,666 + $371 (HOA)","$9,635 ","$44,400 ","Welcome to The Mandarin Tower; Chinatown's only full service, doorman building.  This lovely Condo features two bedrooms, a full bath, a powder room for guests, living room and galley style kitchen.  However, it's best feature is a large, deeded veranda, facing east with unobstructed, unparalleled views over Chinatown, to the Financial District, across the Bay to Treasure Island and the East Bay and over to Southern Marin. This condominium home is great for entertaining a/o the urban gardener or pet lover. There's nothing else like it in Chinatown!","Listing provided by Charles W Mader, Park North Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321417,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/946-Stockton-St-6B-94108/bd7d97639f525df73476,,,,,,,,,,,,,,,37.7947159,-122.4078309,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/030/453030.jpg?tsp=20161215102410
1711 19th Ave,"San Francisco, CA, 94122",Neighborhood: Inner Sunset,Condo,"2 bd, 2 ba","$888,000 ",2,"$1,666 + $106 (HOA)","$9,635 ","$44,400 ",No description,"Listing provided by Disen Cai, KW Peninsula Estates",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=322363,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1711-19th-Ave-94122/c8b93ac2f6dee1ba6ef5,,,,,,,,,,,,,,,37.755828,-122.476876,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/024/453924.jpg?tsp=20170129175727
2259 44th Ave,"San Francisco, CA, 94116",Neighborhood: Outer Parkside,House,"2 bd, 2 ba","$895,000 ",2,"$1,679 ","$9,711 ","$44,750 ","Enjoy modern living in this gorgeous house, tucked in the trendy Outer Parkside area. 2 bedrooms, 2 baths. The main level boasts a stunning gourmet kitchen with high end appliances, dining room, and detailed era ceiling lend quite luxuriously to the living room. Main level has 1 bedroom, 1 bath,lower level features a large master suite, office and storage.1 car garage, beautifully landscaped back and front yards, freshly painted interior and exterior,resurfaced hardwood floors,stylish fixtures are a few features of this house.Partial views and short walk to the Ocean Beach,shops and restaurants on Noriega and Taraval. Easy access to freeways and transportation.","Listing provided by Houda Tanverakul, Coldwell Banker Res. R.E. Svcs",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=322661,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2259-44th-Ave-94116/970688135d6a56f4302c,,,,,,,,,,,,,,,37.7444968,-122.50289,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/067/454467.jpg?tsp=20170209124929
5 Sunview Dr,"San Francisco, CA, 94131-1618",Neighborhood: Midtown Terrace,House,"2 bd, 1 ba","$895,000 ",2,"$1,679 ","$9,711 ","$44,750 ","Outstanding 2BR/1BA, completely detached, mid-century home, located on a pleasant cul-de-sac.  Original owner. 1st time on market since 1957. Main flr has spacious living room with fireplace with nice outlook to Glen Park Canyon.  Art Deco kitchen & bathroom. Kitchen opens into dining rm. Both BRs are in the rear of the home overlooking  the backyard. Sparkling hardwood floors throughout.  Garden level has spacious garage with expansion possibilities, washer & dryer & plenty of storage. Great convenient location--5-minute drive to Castro Village & West Portal shopping area. Walk to Mollie Stone's  shopping strip with Starbucks, CVS Pharmacy and restaurants.  Also close to Muni, Bart, Highways 101 & 280.","Listing provided by Michael Freethy, Coldwell Banker Res. R.E. Svc.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324085,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/5-Sunview-Dr-94131/d37884f21cc813a975e4,,,,,,,,,,,,,,,37.7470991,-122.447266,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/083/456083.jpg?tsp=20170324130606
601 Van Ness Ave #8,"San Francisco, CA, 94102",Neighborhood: Van Ness/Civic Center,Condo,"2 bd, 2 ba","$895,000 ",2,"$1,679 + $468 (HOA)","$9,711 ","$44,750 ","Bright and spacious townhouse condo with enormous south facing private patio. Outstanding location on the plaza with pleasant private entry. Open plan living with gorgeous wide plank wood flooring, fireplace with stone surround, enhanced recessed lighting and updated appliances including washer/dryer. Private balcony off kitchen. Upstairs are two bedrooms and two bathrooms. Master bedroom has large exquisitely built-out closet. Second bedroom is used as guest room/den with handsome built-in office and ingenious Murphy bed. Wonderful use of space with quality finishes and custom details. Opera Plaza is a world class residence with many 24 hour amenities incl. security,heated pool,spa,fitness center, racquetball courts,concierge and more.","Listing provided by Daniel P Langford, Coldwell Banker Res. R.E. Svc.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=323318,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/601-Van-Ness-Ave-8-94102/4d19deb475a4d4050136,,,,,,,,,,,,,,,37.7817846,-122.4208606,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/046/455246.jpg?tsp=20170302110413
148 Cuvier St,"San Francisco, CA, 94112",Neighborhood: Bernal Heights,House,"2 bd, 1 ba","$895,000 ",2,"$1,679 ","$9,711 ","$44,750 ","This well-located, single-family, starter home offers easy access to BART and the amenities of both Glen Park and Bernal Heights. At the front of the home is a large bright living room with a fireplace. The adjacent dining room is ideal for hosting dinner parties or family gatherings. Recently renovated and equipped with stainless steel appliances the kitchen is sure to please. Conveniently located off the hall the bath has a tub and separate shower. Two spacious and bright bedrooms overlook the landscaped garden. An internal staircase takes you to a bonus room, two-car garage and laundry. The home is equipped with solar panels on the roof and in addition to forced air heat it also has air conditioning.","Listing provided by Dennis R Otto, Compass",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320727,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/148-Cuvier-St-94112/d4cc9b269f087a64b73a,,,,,,,,,,,,,,,37.732555,-122.428698,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/084/452184.jpg?tsp=20161102170259
1 Crescent Way #1109,"San Francisco, CA, 94134",Neighborhood: Candlestick Point,Condo,"2 bd, 2 ba","$895,000 ",2,"$1,679 + HOA","$9,711 ","$44,750 ","Absolutely STUNNING Views - 180 Degree Water View from large, unique (ONLY UNIT with over-sized ENTERTAINING Balcony)...  Unit updated - PREMIUM Unit in Complex with 2 Dedicated/Deeded Parking Stalls/Underground + Dedicated Extra Storage.  24-Hour Security, Gated/Secure Access Points.  Gorgeous Condo, well-maintained - FIRST FLOOR unit that Opens to Interior Courtyard.  Free Shuttle for Candlestick Point residents to Caltrain, BART or MUNI (From 3rd St.).  Location is PERFECT for Commuter...  This Immaculate Condo truly has EVERYTHING except...  YOU!  No reason to delay - wait until you relax on your Balcony and take in the views - WOW!","Listing provided by Kevin M Johnson, RE/MAX Gold",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=322280,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1-Crescent-Way-1109-94134/35ea05584f92753779b4,,,,,,,,,,,,,,,37.71084,-122.390181,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/000/453900.jpg?tsp=20170126184758
218 Justin Dr,"San Francisco, CA, 94112",Neighborhood: Bernal Heights,House,"2 bd, 1 ba","$895,000 ",2,"$1,679 ","$9,711 ","$44,750 ","Welcome all Contractors and Developers to this Fixer Upper. Located in the St. Mary's Park area of Bernal Heights. 2BD/1BA, Kitchen, Living Room, and Dining Room upstairs. Additional room and toilet in lower lever (not warranted). Separate alley access to the garage. This property is ready for your vision. Located close to St. Mary's Park Rec Center. The Mission, Easy Freeway access. Cortland Avenue.","Listing provided by Jill Hacker, Hacker, Jill",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320670,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/218-Justin-Dr-94112/c821394b59534a4af043,,,,,,,,,,,,,,,37.7327294,-122.4220124,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/023/452223.jpg?tsp=20161031110444
1846 38th Ave,"San Francisco, CA, 94122",Neighborhood: Outer Sunset,House,"2 bd, 1 ba","$898,000 ",2,"$1,685 ","$9,744 ","$44,900 ","Welcome Home! 1846 38th Av is a turn key light filled 2br/1ba tunnel entrance Sunset jewel with a bonus room down. It's a must see! It's been freshly painted, the hardwood floors have been refinished; the kitchen has been nicely renovated with granite counters, new appliances and much more. The good size living room has a corner wood burning fireplace , patio in the back, large garden area, & 2 car tandem parking. Its conveniently located close to shopping, transportation, schools, cafes & shops.","Listing provided by Pat Rock, Coldwell Banker",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=323135,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1846-38th-Ave-94122/79458af65c5a01731946,,,,,,,,,,,,,,,37.7524135,-122.4965395,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/015/455015.jpg?tsp=20170224105147
945 Capp St #4,"San Francisco, CA, 94110",Neighborhood: Inner Mission,Condo,"2 bd, 1 ba","$898,000 ",2,"$1,685 + $180 (HOA)","$9,744 ","$44,900 ","Classic Marina style building in hot Inner Mission. This top floor condo features an open remodeled kitchen with granite counters and stainless steel appliances, 2 spacious bedrooms , 1 bathroom, and hardwood floors throughout.  The home also includes 1 car parking and deeded storage.  Walk to 24th Street Mission and Valencia shopping and dining. Easy access to Muni and Bart.","Listing provided by Wendy A Watkins, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=322682,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/945-Capp-St-4-94110/c9e738ba1c26c97571a0,,,,,,,,,,,,,,,37.7515612,-122.4170098,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/000/454500.jpg?tsp=20170209150012
1655 48th Ave,"San Francisco, CA, 94122",Neighborhood: Outer Sunset,House,"2 bd, 1 ba","$899,000 ",2,"$1,686 ","$9,755 ","$44,950 ","Rare fix upper with APPROVED PLAN, ready to build now for a brand new designed 4 beds/4 baths, 3 level home, appr ~2527 sf. Why wait months or even years for approval when the heaviest lifting is done and you can start building tomorrow? Skip the long wait and start building now! This will be an extremely gorgeous brand new construction conveniently located near Ocean beach, Judah St, Golden Gate Park & more. Configure the finishes anyway you desire: teak wood floor in an open LR/DR/Kitchen combo, contemporary Caesarstone counter tops, custom cabinets, modern Italian tiles just to name a few. Amazing ocean view from 2nd level master bedroom deck! ENDLESS POSSIBILITIES! Don't wait too long, start building now & enjoy this rare opportunity","Listing provided by Kathy Chang, Apex Real Estate Group Inc",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320690,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1655-48th-Ave-94122/e0db7a683aa19ad104d8,,,,,,,,,,,,,,,37.7555881,-122.5079554,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/054/452254.jpg?tsp=20161116144443
